[ 2016-06-17T14:36:03+08:00 ] / | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.002001s ]
[ 2016-06-17T15:29:38+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '3' ) AND ( `hardware` = 'pc' ) AND ( `is_publish` = 1 ) [ RunTime:0.000000s ]
[ 2016-06-17T15:29:38+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_common` [ RunTime:0.002000s ]
[ 2016-06-17T15:29:38+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_common` LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:29:38+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_system` [ RunTime:0.002000s ]
[ 2016-06-17T15:29:38+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: mobile_theme HomeAction.class.php 第 34 行.
[ 2016-06-17T15:29:38+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: web_theme HomeAction.class.php 第 37 行.
[ 2016-06-17T15:29:38+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined variable: commonInfo HomeAction.class.php 第 39 行.
[ 2016-06-17T15:29:38+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: url HomeAction.class.php 第 44 行.
[ 2016-06-17T15:29:38+08:00 ] /index.php/Vote/index.html | NOTIC: [2] Missing argument 2 for HomeAction::assignSystem(), called in F:\WWW\vote\App\Lib\Action\HomeAction.class.php on line 48 and defined HomeAction.class.php 第 95 行.
[ 2016-06-17T15:29:38+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_system` WHERE ( `lang` = 'zh-cn' ) AND ( `hardware` = 'pc' ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:29:38+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_group` [ RunTime:0.002001s ]
[ 2016-06-17T15:29:38+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_group` [ RunTime:0.000000s ]
[ 2016-06-17T15:29:46+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.005000s ]
[ 2016-06-17T15:29:46+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_account` WHERE ( `url` LIKE '%,localhost.vote.com,%' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:29:46+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.006000s ]
[ 2016-06-17T15:29:46+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `is_publish` = '1' ) AND ( `is_nav` = 1 ) AND ( `hardware` NOT IN ('mobile') ) ORDER BY orderNum desc [ RunTime:0.000000s ]
[ 2016-06-17T15:29:46+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined variable: part3 HomeAction.class.php 第 196 行.
[ 2016-06-17T15:29:46+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `alias` = 'pc' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:29:46+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '3' ) AND ( `hardware` = 'pc' ) AND ( `is_publish` = 1 ) [ RunTime:0.000000s ]
[ 2016-06-17T15:29:46+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_common` [ RunTime:0.003000s ]
[ 2016-06-17T15:29:46+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_common` LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:29:46+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_system` [ RunTime:0.002000s ]
[ 2016-06-17T15:29:46+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: mobile_theme HomeAction.class.php 第 34 行.
[ 2016-06-17T15:29:46+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: web_theme HomeAction.class.php 第 37 行.
[ 2016-06-17T15:29:46+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined variable: commonInfo HomeAction.class.php 第 39 行.
[ 2016-06-17T15:29:46+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: url HomeAction.class.php 第 44 行.
[ 2016-06-17T15:29:46+08:00 ] /index.php/Vote/index.html | NOTIC: [2] Missing argument 2 for HomeAction::assignSystem(), called in F:\WWW\vote\App\Lib\Action\HomeAction.class.php on line 48 and defined HomeAction.class.php 第 95 行.
[ 2016-06-17T15:29:46+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_system` WHERE ( `lang` = 'zh-cn' ) AND ( `hardware` = 'pc' ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:29:46+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_group` [ RunTime:0.002000s ]
[ 2016-06-17T15:29:46+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_group` [ RunTime:0.000000s ]
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.005001s ]
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_account` WHERE ( `url` LIKE '%,localhost.vote.com,%' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.006000s ]
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `is_publish` = '1' ) AND ( `is_nav` = 1 ) AND ( `hardware` NOT IN ('mobile') ) ORDER BY orderNum desc [ RunTime:0.000000s ]
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined variable: part3 HomeAction.class.php 第 196 行.
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `alias` = 'pc' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '3' ) AND ( `hardware` = 'pc' ) AND ( `is_publish` = 1 ) [ RunTime:0.001000s ]
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_common` [ RunTime:0.002000s ]
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_common` LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_system` [ RunTime:0.003001s ]
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: mobile_theme HomeAction.class.php 第 34 行.
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: web_theme HomeAction.class.php 第 37 行.
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined variable: commonInfo HomeAction.class.php 第 39 行.
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: url HomeAction.class.php 第 44 行.
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | NOTIC: [2] Missing argument 2 for HomeAction::assignSystem(), called in F:\WWW\vote\App\Lib\Action\HomeAction.class.php on line 48 and defined HomeAction.class.php 第 95 行.
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_system` WHERE ( `lang` = 'zh-cn' ) AND ( `hardware` = 'pc' ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_group` [ RunTime:0.002000s ]
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_group` [ RunTime:0.000000s ]
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_type` [ RunTime:0.002000s ]
[ 2016-06-17T15:30:43+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_type` [ RunTime:0.001000s ]
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.005000s ]
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_account` WHERE ( `url` LIKE '%,localhost.vote.com,%' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.006000s ]
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `is_publish` = '1' ) AND ( `is_nav` = 1 ) AND ( `hardware` NOT IN ('mobile') ) ORDER BY orderNum desc [ RunTime:0.001000s ]
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined variable: part3 HomeAction.class.php 第 196 行.
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `alias` = 'pc' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '3' ) AND ( `hardware` = 'pc' ) AND ( `is_publish` = 1 ) [ RunTime:0.001000s ]
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_common` [ RunTime:0.005000s ]
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_common` LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_system` [ RunTime:0.005001s ]
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: mobile_theme HomeAction.class.php 第 34 行.
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: web_theme HomeAction.class.php 第 37 行.
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined variable: commonInfo HomeAction.class.php 第 39 行.
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: url HomeAction.class.php 第 44 行.
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | NOTIC: [2] Missing argument 2 for HomeAction::assignSystem(), called in F:\WWW\vote\App\Lib\Action\HomeAction.class.php on line 48 and defined HomeAction.class.php 第 95 行.
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_system` WHERE ( `lang` = 'zh-cn' ) AND ( `hardware` = 'pc' ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_group` [ RunTime:0.005000s ]
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_group` [ RunTime:0.000000s ]
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_type` [ RunTime:0.005000s ]
[ 2016-06-17T15:32:37+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_type` [ RunTime:0.000000s ]
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.005000s ]
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_account` WHERE ( `url` LIKE '%,localhost.vote.com,%' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.005000s ]
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `is_publish` = '1' ) AND ( `is_nav` = 1 ) AND ( `hardware` NOT IN ('mobile') ) ORDER BY orderNum desc [ RunTime:0.001000s ]
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined variable: part3 HomeAction.class.php 第 196 行.
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `alias` = 'pc' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '3' ) AND ( `hardware` = 'pc' ) AND ( `is_publish` = 1 ) [ RunTime:0.000000s ]
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_common` [ RunTime:0.004000s ]
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_common` LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_system` [ RunTime:0.006001s ]
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: mobile_theme HomeAction.class.php 第 34 行.
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: web_theme HomeAction.class.php 第 37 行.
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined variable: commonInfo HomeAction.class.php 第 39 行.
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: url HomeAction.class.php 第 44 行.
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | NOTIC: [2] Missing argument 2 for HomeAction::assignSystem(), called in F:\WWW\vote\App\Lib\Action\HomeAction.class.php on line 48 and defined HomeAction.class.php 第 95 行.
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_system` WHERE ( `lang` = 'zh-cn' ) AND ( `hardware` = 'pc' ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_group` [ RunTime:0.004000s ]
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_group` [ RunTime:0.000000s ]
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_type` [ RunTime:0.005000s ]
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_type` [ RunTime:0.000000s ]
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_city` [ RunTime:0.008001s ]
[ 2016-06-17T15:34:28+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_city` [ RunTime:0.000000s ]
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.005000s ]
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_account` WHERE ( `url` LIKE '%,localhost.vote.com,%' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.006000s ]
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `is_publish` = '1' ) AND ( `is_nav` = 1 ) AND ( `hardware` NOT IN ('mobile') ) ORDER BY orderNum desc [ RunTime:0.001000s ]
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined variable: part3 HomeAction.class.php 第 196 行.
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `alias` = 'pc' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '3' ) AND ( `hardware` = 'pc' ) AND ( `is_publish` = 1 ) [ RunTime:0.001000s ]
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_common` [ RunTime:0.005000s ]
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_common` LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_system` [ RunTime:0.006000s ]
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: mobile_theme HomeAction.class.php 第 34 行.
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: web_theme HomeAction.class.php 第 37 行.
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined variable: commonInfo HomeAction.class.php 第 39 行.
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: url HomeAction.class.php 第 44 行.
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | NOTIC: [2] Missing argument 2 for HomeAction::assignSystem(), called in F:\WWW\vote\App\Lib\Action\HomeAction.class.php on line 48 and defined HomeAction.class.php 第 95 行.
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_system` WHERE ( `lang` = 'zh-cn' ) AND ( `hardware` = 'pc' ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_group` [ RunTime:0.005001s ]
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_group` [ RunTime:0.001000s ]
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_type` [ RunTime:0.005000s ]
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_type` [ RunTime:0.000000s ]
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_city` [ RunTime:0.004000s ]
[ 2016-06-17T15:39:12+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_city` [ RunTime:0.000000s ]
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.005000s ]
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_account` WHERE ( `url` LIKE '%,localhost.vote.com,%' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.007000s ]
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `is_publish` = '1' ) AND ( `is_nav` = 1 ) AND ( `hardware` NOT IN ('mobile') ) ORDER BY orderNum desc [ RunTime:0.001000s ]
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined variable: part3 HomeAction.class.php 第 196 行.
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `alias` = 'pc' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '3' ) AND ( `hardware` = 'pc' ) AND ( `is_publish` = 1 ) [ RunTime:0.000000s ]
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_common` [ RunTime:0.003000s ]
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_common` LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_system` [ RunTime:0.003000s ]
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: mobile_theme HomeAction.class.php 第 34 行.
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: web_theme HomeAction.class.php 第 37 行.
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined variable: commonInfo HomeAction.class.php 第 39 行.
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: url HomeAction.class.php 第 44 行.
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | NOTIC: [2] Missing argument 2 for HomeAction::assignSystem(), called in F:\WWW\vote\App\Lib\Action\HomeAction.class.php on line 48 and defined HomeAction.class.php 第 95 行.
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_system` WHERE ( `lang` = 'zh-cn' ) AND ( `hardware` = 'pc' ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_group` [ RunTime:0.002000s ]
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_group` [ RunTime:0.000000s ]
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_type` [ RunTime:0.002000s ]
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_type` [ RunTime:0.000000s ]
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_city` [ RunTime:0.002000s ]
[ 2016-06-17T15:40:53+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_city` [ RunTime:0.000000s ]
[ 2016-06-17T15:42:06+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.005000s ]
[ 2016-06-17T15:42:06+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_account` WHERE ( `url` LIKE '%,localhost.vote.com,%' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:42:06+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.006001s ]
[ 2016-06-17T15:42:06+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `is_publish` = '1' ) AND ( `is_nav` = 1 ) AND ( `hardware` NOT IN ('mobile') ) ORDER BY orderNum desc [ RunTime:0.001000s ]
[ 2016-06-17T15:42:06+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined variable: part3 HomeAction.class.php 第 196 行.
[ 2016-06-17T15:42:06+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `alias` = 'pc' ) AND ( `is_publish` = 1 ) LIMIT 1  [ RunTime:0.001000s ]
[ 2016-06-17T15:42:06+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '3' ) AND ( `hardware` = 'pc' ) AND ( `is_publish` = 1 ) [ RunTime:0.000000s ]
[ 2016-06-17T15:42:06+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_common` [ RunTime:0.003001s ]
[ 2016-06-17T15:42:06+08:00 ] /index.php/Vote/index.html | SQL: SELECT * FROM `y_common` LIMIT 1  [ RunTime:0.000000s ]
[ 2016-06-17T15:42:06+08:00 ] /index.php/Vote/index.html | SQL: SHOW COLUMNS FROM `y_system` [ RunTime:0.003000s ]
[ 2016-06-17T15:42:06+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: mobile_theme HomeAction.class.php 第 34 行.
[ 2016-06-17T15:42:06+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: web_theme HomeAction.class.php 第 37 行.
[ 2016-06-17T15:42:06+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined variable: commonInfo HomeAction.class.php 第 39 行.
[ 2016-06-17T15:42:06+08:00 ] /index.php/Vote/index.html | NOTIC: [8] Undefined index: url HomeAction.class.php 第 44 行.
[ 2016-06-17T15:42:06+08:00 ] /index.php/Vote/index.html | NOTIC: [2] Missing argument 2 for HomeAction::assignSystem(), called in F:\WWW\vote\App\Lib\Action\HomeAction.class.php on line 48 and defined HomeAction.class.php 第 95 行.
